Gene Name	g8_g7.log2foldchange
AC009407.1	0
AL353708.2	0
AC138894.1	0
IGHV3OR16-15	0
AC007610.4	0
AC046158.2	0.5
AC092718.6	0.3
AL358933.1	0.5
AC093249.6	0.5
AC073314.1	0
AC124283.1	0
AC090282.1	0
LINC02186	0
MIA	0.5
LINC01996	0
AC130462.3	0
MFSD1P1	0.1
AC002558.2	0.6
SMIM36	2.5
AC087500.1	0.8
AC006600.1	0
AC040162.1	1.2
AC005670.1	0
AC144831.1	0
AC108134.2	0.7
AC091153.4	0
MTND5P33	0
RPL23AP84	0
AC026954.2	0
AC027796.1	0
AC127496.1	0.7
PCDHGA9	0
AC006111.1	0
LARP7P2	0
GFY	2.6
AC015909.3	0.4
CCDC92B	0
ISCA1P3	0
AL391840.2	0
MMP25-AS1	0.5
AC091062.1	0
AC116025.1	0
KYNUP1	0
AC004706.1	0.6
AC007336.1	0
AC120024.2	0
DLGAP1-AS2	0.7
AC087392.1	0
AC005920.4	0
AC010547.5	0
AC003009.1	0
AC007014.1	1
LINC01974	0
AC007599.2	0.5
AC091180.6	0
AL078601.2	0
AC139530.1	0.7
AC005696.1	0.5
AC090618.1	0
AC129507.1	0
AC120057.1	0
SNORD3B-2	2.3
AC174065.1	1.5
AC007638.1	0
IL9RP4	0
OR1P1	0
AC040977.1	0.4
AC136944.5	0
AC139099.1	0
MTATP6P25	0
PCDHB19P	1.2
LINC02185	0
AC127496.2	0
DHX33-DT	0
OR1D3P	0
MTND6P33	0
AC015912.1	0
AC027601.3	0.7
AC009134.1	0
BCAR4	0
MTCO1P28	0.1
AL079343.1	0
AC010547.6	0
AC087392.2	0
GARS1P1	0
AC092115.4	0
AC010653.1	0.5
AC040162.2	0
AC124283.2	0.3
AC133065.1	2.2
LINC00514	0
EIF1P4	0
LINC02175	0.6
MTCO3P24	0
AC020978.5	0
AC233723.1	0
AC130651.1	0
AC116025.2	0
MYMX	0
OCLM	0.2
AP001005.1	0
LINC02861	1.4
AC137800.2	0
LINC01978	0
AL157931.1	0
AC007952.4	3.2
PCDHGB3	0.9
AC008914.1	0
AC144836.1	0
AC110285.1	0
AC004771.2	0.1
AC087392.3	0.1
AC104770.1	0
TMF1P1	0
CORO7	0.1
AC027796.2	0.3
MTND4LP24	0
AC026271.2	0
AC002558.3	0.8
U95743.1	0
AC090079.1	0
AC007952.5	0
AC129507.2	0
AC118755.1	0
AC004584.1	0
AC003688.2	0
AC027796.3	0
AC004494.1	1.6
AC127496.3	0.1
AC025283.1	0
AC007952.6	1.6
MTND4P34	0
AC136624.1	0
HNRNPA1P16	0.8
AC130371.1	0.7
AC100791.1	0
LINC02564	0
AC116914.1	0
AC004233.1	0
NDUFA3P6	0
AC108134.3	1
CR936218.1	0
AC026401.2	1
MTATP6P24	0
AC034268.1	0
AL590084.3	0
MCUR1P1	0.3
MMP12	1.3
AC015912.2	0.7
AC024361.1	0
AL160291.1	0.3
AC145207.2	0
AC007613.1	0.2
AC004771.3	0
AC087392.4	2
AC099684.2	0
MIR193BHG	4
AC006435.1	0
SPDYE9P	0
LINC01569	0.3
TVP23CP2	0.3
AC009171.1	0
SAMD11P1	1.4
TMEM256-PLSCR3	0
AC004034.1	0
CCER2	0.1
AC133065.2	2.8
AC104581.1	0
AC012146.2	0
FAM187B2P	0
MAPK8IP1P1	0
AC027763.1	0.7
AC020978.6	0
AC007151.1	1.2
AC090079.2	0
TXNP4	0
AJ003147.1	0
AC120057.2	0
AL022341.2	0
AC130650.1	0
AC090617.3	0
AC005829.2	0
SMIM28	0
AC129507.3	0
AC018512.1	0
AC136932.1	0
AL355375.2	0
PCDHGA4	0.6
AC087741.1	0
TMEM231P1	0.4
LINC01979	1.4
AC133552.2	0.2
BTF3P14	0
LINC00621	0
AC004584.2	0
AC113189.1	0
OR1D5	0
AC005670.2	0
AC099489.2	0
PHBP15	0
AL513043.1	0
AC124283.3	0.1
SPON1	1.4
AC139530.2	0
AC127496.4	0
AC087222.1	0
OVCA2	0
AJ003147.2	0
AC004771.4	0.5
AC005722.3	1.9
GLIS2-AS1	0
AC040160.2	0.5
AC116914.2	0.3
AC012146.3	0
AC133552.3	0.5
AC009121.3	0
AC027455.1	0.3
AC012676.1	0.1
AC007342.5	0
AC135048.2	0
AC123768.3	0
AC104581.2	0
AC010401.1	0.4
MRPS21P9	0
AC135050.5	1.7
AC100791.2	0
AC025627.1	0
LINC01977	0.1
AC032044.1	0.2
AC005224.1	0
AC130343.1	0
U91319.1	0
AL354943.1	0.4
AC090617.4	0.9
MRPL12	2.1
AC087501.2	0.4
AC055872.1	0
AC127521.1	0.5
AC145207.3	0
AC016245.1	1.3
AC027801.5	0
AC136624.2	0
AC012146.4	0
AC099684.3	0
CYCSP40	0
AC127496.5	1
C19orf84	1
AC110285.2	0
AC005670.3	0.2
AC113189.2	0
CR936218.2	0
AC015921.1	1.4
AC135776.3	0
AC027281.1	0
AC139099.2	0
AC004232.1	0
MTCO1P40	0.7
AC027796.4	0.3
TMPOP2	1.1
AC015853.1	0.5
CCNQ	0.7
AC129507.4	0
AC118754.2	0
ALOX12P2	1.6
AC007861.1	0
EIF4A1P9	0
RPL23AP86	0
AC006236.1	0
KARS1P3	0
AC005695.1	1.2
AC005921.3	0
AC136618.2	0
AC124319.1	0.6
OR52L2P	0
AF001550.1	0
AC004706.2	0
AC137056.1	0
AC099489.3	0.7
GTF2I	0.4
ZNF234	0.2
AC007114.1	1.2
ROCK1P1	1.7
AC108134.4	0
AC015853.2	0
AC036164.1	0
AL662899.4	0
AC136624.3	0
AC007220.1	0.6
AL513324.1	0
AC090286.4	0
AC090617.5	0.3
AC087501.3	0
AC024361.2	0
AF001548.1	1.3
RNF213-AS1	0.6
AC019322.3	0
ZNF213-AS1	0
AC009121.4	0
AC211486.4	0
AC007114.2	0.3
AC007638.2	1.4
AC068014.1	0
AC009171.2	0
AC025627.2	0
AC007861.2	0
AC004584.3	0.4
ARL2BPP8	0
AC040162.3	0.2
LRRC37A17P	0.2
LINC01896	0
AC110285.3	0
MYZAP	0
AC005736.1	0
AC087500.2	0.5
AC087292.2	0
AC115099.1	0
AC026954.3	0
AC015909.4	0
MTND1P8	0.6
HNRNPCP4	0.2
AC023934.1	0
MTND3P13	0
AC005951.1	0
DPEP2NB	0
KYNUP3	0
AC109462.2	0
AC004224.2	0
AC127496.6	0
RYKP1	0.6
AC015727.1	1.2
ATP5F1AP3	0
AC010401.2	0
AC006111.2	0.8
AC106796.1	0
MTCYBP33	0.4
AC087190.3	0
AC005341.1	0
AC092132.1	0
AC040173.2	0
AC119396.1	1.8
RPS7P1	0.3
AC110285.4	0
AC004148.1	1.3
AC020978.7	1.2
AC233701.1	1.4
AC007595.1	0
AC003965.1	1.1
AC068234.2	0.5
AC015853.3	0.1
AC113189.3	0
AP005530.1	0
AC007216.4	0.7
AC009127.2	0
LINC01975	0
AC027763.2	0.3
LINC01982	0
AC024361.3	0
AC003965.2	0
AC133552.4	0
TAPT1-AS1	1.2
AC008551.1	0.3
AF001548.2	1
AC027796.5	0
AC003688.3	0
AC009088.4	0
AC006435.2	1.1
PPIAL4A	0
MIR5011	0
AKR1B10P2	0
RN7SL134P	0
MIR378H	0
MIR5702	0
ABHD17AP5	0.6
AC069366.1	1.2
AC090616.1	0
AC104564.1	0.9
MIR548AO	0
AC233702.2	0
MIR5584	0
AC018371.1	0
AC002347.2	0
MIR3973	0
MIR3119-2	0
AC011825.2	0.1
AC007952.7	0
AP005119.1	0
MIR3170	0
TMEM220-AS1	0.4
MIR4673	0
PA2G4P3	0
MIR4660	0
MIR4747	0
RN7SL460P	0
AC004477.1	2.4
MIR4538	0.3
MIR3187	0
GTSCR1	0
AC110597.3	0
RN7SL471P	3.2
AC129492.2	0
TMEM238L	0
RN7SL689P	0
AC069061.1	0
AC024610.1	0
MIR3158-1	0
LINC01919	0
MIR4753	0.6
AC100872.2	0
MIR4450	0
AC090371.1	0
AL162291.1	0
MIR5189	0
MIR4455	0
BOD1P1	0
PPIAL4C	0
SRSF8	0.4
AC006441.1	0.9
MIR3130-2	0
MIR3156-1	0
AC104982.2	1.5
RN7SL509P	0
ANTXRLP1	1.2
MTATP6P3	0
AC004147.1	0
AC127029.2	0
RN7SL155P	0
AC004702.1	0
AC007431.1	1
AC005828.2	0
MAPK8IP1P2	0
AP005265.1	0
AC015908.2	0
MIR4497	0
MIR5699	0
MIR4311	0
FAM72C	0
MIR3668	0
MIR548AN	0
LINC02563	0
MIR378G	0
MIR4526	0
IKBKE	0.2
RN7SL122P	0
AC130324.1	0.1
MIR4463	0
AK4P1	0
RN7SL387P	0
MIR5582	0
AC011095.1	2.1
AP000829.1	0
RN7SL383P	0
RN7SL716P	0
MIR4704	0
UBBP4	1.3
AC007923.1	0
AC004147.2	1.8
MIR7853	0
MIR4270	0
AC125421.1	0
MIR4665	0
MIR548X2	0
MIR4522	0
MIR4480	1.1
AC145207.4	0
HID1-AS1	0
AC091043.1	0
LINC02591	0
MIR4804	0
AC022655.1	0
RN7SL823P	0
MIR3936	3.2
MIR3915	0
MIR3185	0
AC127024.2	0.5
AC015688.1	0
AP000919.1	0.1
RN7SL353P	0
LINC02002	0
AC068408.1	0
AF186192.3	0
AC024619.2	0
MIR4306	0
RN7SL178P	0
AP005121.1	0
AC129492.3	0
AC023394.1	0
AC055811.1	1.1
PPP4R1-AS1	0
MIR3155A	0
MIR5586	0
MIR378D1	0
MIR3919	0
AP005242.1	0
AC022035.1	0
MSMB	0
MIR4777	0
MIR4802	0
MIR4515	0
AC005828.3	0
BPTFP1	0
AC005244.1	0.3
MIR3135B	0
MIR548AX	0
AC090125.1	0
AC023389.2	1
SNORA70D	0
AL035696.3	1
RN7SL470P	0
MIR4457	0
RN7SL750P	0
AC026620.1	0
MIR5581	0
MIR4632	0
AC012588.1	0
AC007639.1	0
MIR3197	0
AP005139.1	0
AC005154.3	0
AC005209.1	0
AC025887.1	0
MIR548D2	0
MIR3161	0.8
MIR3621	0
AC012417.1	0
MIR5689	0
AC005277.1	0
AC005695.2	0.3
AC024619.3	0
LINC02864	2.8
MIR4639	0
LINC02210-CRHR1	0
SLC25A51P2	0
AC079336.1	0
SEPTIN9-DT	0
AC023394.2	0
AC012076.1	0
DLGAP1-AS3	0
FTLP13	0
AP001178.1	0
AC087393.1	0
MIR3937	0
AC145207.5	0.7
AC091691.1	0
MIR4643	0
MIR4662B	0
RN7SL4P	0.3
MIR548AS	0
MIR3165	0
MIR3664	0
AP005230.1	2.7
MIR4277	0
EXOGP1	0
OOSP1P2	0
MIR548AV	0
MIR3133	0
LINC00667	0.7
RN7SL498P	0
AL645941.3	0
GDF2	0
MIR4286	0
MIR3686	0
SNORD43	0
AC090371.2	0
AC025682.2	0.7
AC017100.2	0
SNORA4	0
AC024619.4	0
MIR5590	0
MIR3182	0
AC022211.2	1.1
SKAP1-AS1	0.1
AC061975.2	0
MIR4473	0
MIR3115	0
RN7SL457P	0
MIR5100	0
AP005210.1	0
AC018521.1	0
MIR5684	0
AC135178.3	0
MIR3675	0
MIR3679	2.3
RN7SL426P	0
MIR548AW	0
RDM1P5	1.2
AP005121.2	0
AC009831.1	0
AC112907.3	1.8
MIR4439	0
SINHCAFP1	0.3
MIR378E	0.5
MIR4635	0
MIR4698	0
RN7SL44P	0
AC022211.3	0.1
CIAPIN1P	0
AP005899.1	0.7
MIR4744	0
MIR4729	0
MIR4769	0
AC145207.6	0
AC011840.3	0
MIR3927	0
LINC01543	1.1
AC007948.1	0
AC015917.1	0
MIR4528	0
AP003396.5	0
LINC00672	1.2
DLGAP1-AS4	0
MIR4436B2	0
RN7SL774P	0
EEF1DP7	1.2
AP000845.1	0
MIR3920	0
AC053481.2	0
MIR4303	0
MIR4667	0
AC080037.2	0
MIR3925	0
AC100778.1	0
MIR4669	0
AC015563.2	0
RN7SL555P	0
MIR3116-1	0
MIR5000	0
MTND2P13	0
AC100778.2	0.6
AC011825.3	0
MIR3670-1	0
AC019131.1	0
AC022960.1	0
MIR4462	0
MIR4448	0
SNORD3A	2.2
TOMM20P3	0
AC100832.2	0
RN7SL275P	0
RN7SL32P	1.2
RN7SL435P	0
MIR548Y	0
AC015818.3	0
AP005120.1	0
RN7SL850P	0
NBPF11	1.7
AC091138.1	0.9
RHEX	0.9
AC008670.1	0
MIR4509-3	0
MIR4290	0
RN7SL381P	0.5
RN7SL678P	0
AP001094.1	0
MIR1587	0
MIR4760	0
RN7SL121P	0
YWHAEP3	0
MIR4499	0
MIR4672	0
MIR5705	0
AC009716.1	0.5
AC087393.2	0
MIR5698	0
RN7SL147P	0
RN7SL615P	1
AC004253.1	1.1
RN7SL786P	0
RN7SL42P	0
AP005059.1	0
RN7SL52P	0
MIR4717	0
MIR4314	0
AKR1C8P	1.6
AC104564.2	0
MIR4429	0
AC091588.1	0
MIR3938	0
MIR4253	0
AC124254.2	0
AC015908.3	0.4
RN7SL336P	0
AC018521.2	0
AC068418.1	0
MIR4507	0.3
LINC02003	0
RN7SL744P	0
AC061975.3	0
RN7SL66P	0
ABHD15-AS1	0
MIR4491	0.6
RN7SL198P	0
MIR4472-2	0
AC022662.1	0
RN7SL670P	0
AC005726.2	0
RN7SL455P	0
MIR4737	0
AC005412.1	0
RPL31P9	0
MIR5685	1.7
AC103810.1	0.3
AC073508.2	0
MIR4316	0
FGF7P1	0
CR392039.1	0
AC024267.2	0
AC005291.1	0
MIR3943	0
DND1P1	0.3
RN7SL531P	0
AP001180.2	0
MIR3199-1	0
MIR4783	0
AC114488.2	0.7
AP005057.1	0
AC005899.2	0
MIR5688	0
MIR3681	0
MIR4666B	0
RN7SL474P	0
AC007448.2	0
MIR4803	0
MIR4689	0
MIR4688	0
AC114689.1	0
MIR3688-1	0
AC138207.2	0
AC090457.1	0
MIR4300	0
AC015813.1	0.3
RN7SL784P	0
MIR3180-4	0
AC116003.1	0
MIR4795	0
AC104984.2	0
SCML2P1	0
RN7SL713P	0
AC007631.1	0
MIR3689D2	0
AC024267.3	0
MIR3667	0
MIR3928	0
AC239859.3	0
AC138207.3	0
AC103987.3	0
AP005136.2	0
AC090403.1	1.4
MIR3127	0
MIR4670	0
MIR4762	0
MIR3689B	0
AC090616.2	0
AC122129.2	0
MTND1P15	0
RN7SL665P	0
MIR4305	0
PDLIM1P3	0
AC005552.1	0
MIR3189	0
MAGOH2P	0.6
AL353997.2	0
AP000894.1	0
SNRPCP4	0.6
AC055811.2	0
AC106037.2	0
AP005262.1	0
RN7SL117P	0
AC027229.1	0
AC011120.1	0.2
MIR4693	0
MIR4701	0
AGAP7P	0
AC239868.1	0
MIR4716	0
MIR4492	0
AC103808.1	0
AC126365.1	0
RPL35AP23	0
MIR3168	0
RNU4ATAC	2.1
ANXA8L1	0
LINC01916	0
MIR4456	0
AP005329.1	0.2
AC096708.1	0
CPDP1	0
AC018521.3	0
AC233702.3	0
AP005208.1	0
LINC00909	0.4
MIR3912	0
RN7SL835P	0
RN7SL819P	0
AP001496.1	0
KIR3DP1	0
LINC01893	0
AC131274.1	0
LINC01925	0
MIR4322	0
MIR4767	0
AC016866.1	0.3
AC087749.1	0.1
RN7SL488P	0
AC100786.2	0
AC107982.2	0.6
MIR4799	0
RN7SL753P	0.3
ZNF236-DT	1.2
MIR4786	0
AC016596.3	0.9
AC103987.4	0
AC104564.3	1.8
MIR2467	0
RN7SL657P	0
SNORD55	0
MIR3922	0
AC090666.1	0
MIR4433B	0
AC090616.3	0
LINC01444	0
AC024267.4	1.8
MIR4694	0
CCDC58P1	0
RN7SL644P	0
MIR548AT	0
HNRNPA1P11	0
MTCO3P13	0
RN7SL154P	0
MIR4801	0
RN7SL448P	1
AC006030.1	0
MIR5186	0
AC134978.1	0
AP001020.1	0
AC009704.1	0
Z97988.1	0
MIR3660	0
NOTCH2NLA	0.8
LINC01894	0
SNORA77B	0
MIR4258	0
SNRPGP2	1
RN7SL602P	0
MIR3134	0
MIR4648	0
MIR3122	0
NEK4P2	0
DYNLL2	0.4
AC023983.1	0
MIR3125	0
MIR4425	0
AC005899.3	0
MIR4671	0
AL137022.1	0
RN7SL431P	0.1
MIR4513	0.3
MIR5007	0
AC090312.1	0
MIR4465	0
RN7SL208P	0
MIR3193	0
MIR3180-5	0
MIR4736	0
RN7SL491P	0
MIR548AL	0
LINC02675	0
MIR3913-1	0
MIR548AP	0
MIR4470	0
MIR548AC	0
AC007448.3	0.1
AC015818.4	0
RN7SL718P	0
MYH4	0.7
MIR4653	0
MIR4283-1	0
MIR3183	0
AC131274.2	0
AC110603.1	0
AC104982.3	0
RN7SL560P	0
NCMAP-DT	0
SDHCP1	0
MIR378D2HG	0
AP001021.1	0
AC036222.3	0
AP001065.1	0
AC138207.4	0
AC025211.1	0
MIR3648-2	0
LINC02837	0
MIR4520-1	0
MIR4794	0
AC096708.2	0
MIR4656	0
AP005062.1	0
MIR5682	0
MIR4714	0
MIR4705	0
MIR5008	0
RN7SL697P	0
AC061975.4	0
AC090283.1	0
BX640514.1	0
AC005544.1	0
MIR4298	1.1
MIR4650-2	0
AC090616.4	0
MIR3124	0
RN7SL731P	0
AP001180.3	0
MIR3678	0
MIR5692A2	0
AC006270.1	0
AP000915.1	0
AC011474.1	2.6
RN7SL596P	0
AC005154.4	0
OTUD7B	3
MIR4778	0
AC006270.2	0
RN7SL25P	0
MIR378B	0
MIR5706	0.5
SUZ12P1	0.5
MIR548AR	0
RN7SL405P	0
AL359922.1	0
AC008026.3	1.6
AC132872.2	0.6
SNORD95	0
MIR4257	0
RN7SL793P	0
AC015674.1	0
MIR3162	0
MIR4633	0
AC090897.1	0
MIR23C	0
DCXR-DT	0
SNX19P3	0
MIR4529	0
MIR4296	0
RN7SL15P	1.4
AL606469.2	0
LINC00526	0.4
AC010761.1	0.3
AC009630.3	0
MIR5692B	0
RN7SL326P	0
MIR4487	0
MIR4449	0
AC117569.1	0
MAPT-AS1	3
RN7SL131P	0
AC103808.2	0
AP000897.1	0
AC003687.1	0
MIR3159	0
MIR3173	0.3
MIR4685	0
RN7SL290P	0
MIR5588	0
RN7SL592P	0
MIR4755	0
AC233702.4	0
RN7SL732P	0
MIR5591	0
AC022903.1	0
MIR4796	1.1
PRKCA-AS1	0
MIR4271	0
AC100844.1	0
AP001020.2	0
MIR3152	0
AC024614.1	0
KRT18P8	0
AC104564.4	0
MIR5194	2.1
PPIAP54	0
MIR3171	0
MIR4798	0
AC064805.2	0
AC107926.1	1.3
MIR3200	0
AC126365.2	0
KRT8P34	1.4
AC020558.1	0
AC138696.1	0
SEPTIN4-AS1	0
AC098850.1	0
MIR4285	0
RN7SL204P	0
MIR3140	0
MIR4773-1	0
PRPF19P1	0
AC015688.2	0
AC123786.1	0
AC007922.2	0
AC067819.1	0
MIR4255	0
LINC01912	0
AC018521.4	0
MIR4752	0
AC090337.1	0
RN7SL217P	0
L3MBTL4-AS1	0.3
MIR4504	0
KIAA0895LP1	0
NPY4R2	0
MIR3117	0
MIR3670-2	0
MIR3129	0
AC005725.1	0
AC022596.1	0
MIR4638	0
MIR4718	0
AC069061.2	0
AC145207.7	0
BDP1P	0
MIR4511	0
AC093484.2	0.6
MIR4505	1.9
DPRXP4	0.2
MIR3689C	0
TTC39C-AS1	0.7
MIR3924	0
AC032019.1	1.2
AC110921.2	0
MIR3131	0
MIR3198-1	1.2
MIR3141	0
MIR4295	0
MIR4772	0
AC098850.2	0
RN7SL237P	0
AC145207.8	0.5
AC016876.3	0.4
MIR4420	3.8
PPIAP14	0
MIR4537	0.5
AC005722.4	0
MIR3148	0
AC021382.1	0
AC004147.3	0
MIR4637	0
MIR4771-1	0
MIR5009	0
MIR4294	0
ERVFRD-3	0
MIR5191	0
MIR378C	0
AC068025.1	0
AL035702.1	0
MIR4441	0
AC132938.3	0.5
AC113554.1	0
MIR1273C	0
MIR3154	0
MIR5571	0
AC091588.2	0
AC087749.2	1
RN7SL468P	0
AC099677.4	0
VN1R71P	0
RN7SL404P	0
AP001180.4	0
AC119868.1	0
MIR4310	0
AC011933.2	1.3
MIR5696	0
DSG2-AS1	0
AC097641.1	0
RN7SL45P	0
MIR3613	0
AC068112.1	0
AC087499.6	0
AP005209.1	0
RN7SL690P	0
AP005901.2	0
AL358013.1	0
NOS2P4	0
AC006141.1	0.3
MIR3921	0
MIR3616	0
MIR5701-3	0
MIR4494	0
PRELID3BP3	0
RN7SL525P	0
AC022069.1	0.7
AC015845.1	0
RN7SL230P	0.4
AC018521.5	1.1
MIR4540	1.6
AC090772.1	0.3
MIR378F	0
AC131055.1	0
MIR3138	0
AC115989.1	0
RN7SL190P	0
MIR4265	0.2
AC100830.2	0.2
SNORD3C	0
MIR4474	0
SH3GL1P2	0.9
MIR3181	0
PRR29-AS1	1.1
AC138761.1	0
ALOX12P1	0.8
MIR4730	0
RN7SL440P	0
AP001033.3	0
MIR5094	0
AC090844.2	1.8
AC131274.3	0
PRR13P4	0
MIR4789	0
MIR4431	0
RN7SL630P	0
MIR4436B1	0
AC015563.3	0
MIR5691	0
AC124804.1	1.4
MIR5092	0
AC005549.1	0
SNORD92	0
AP004146.1	0
MIR5089	0
MARCHF10-DT	0
MIR4780	0
MIR548W	0
MIR4327	0
AC011825.4	0
AC087301.1	0
MIR3160-1	0
AP005901.3	0
AGAP12P	0
NCOR1P2	0
AC012087.1	0
AC234063.2	0
RN7SL262P	0
PMM2P1	0
AC015688.3	0
AC068418.2	2.6
AC004253.2	0
RN7SL622P	0
AC145343.1	0
MIR548S	0
MIR4765	0
PPY2P	0
AC061709.1	0
MIR4692	0
AP002409.1	0
AC010761.2	0
MIR3622B	0
RN7SL664P	0
MIR3691	0
MIR4655	2.3
AP001496.2	0
MIR4484	0
RN7SL246P	0.6
AC007922.3	0
FTLP12	0
C1QTNF1-AS1	0
RBM22P1	0
MIR4510	0
AC090774.1	0
AC005332.1	1.8
AC091027.1	0
MIR3942	0
GJA5	0
MIR4731	0
MIR3153	0.1
AC026474.1	0
AC011824.1	0
AC134669.1	0
AC068594.1	0
RN7SL200P	0.6
AC011824.2	0
AC004448.3	0
AC016866.2	0.4
MIR3190	0
MIR5687	0
AC124283.4	0.3
MIR3192	0
AC005899.4	0
MIR4301	0
RN7SL451P	0
MIR133A1HG	0.1
MIR548AM	0
SNORD53	0
TSPOAP1-AS1	0.5
MIR151B	1.3
LRRC37A7P	1.4
MIR5003	0
CDRT8	0
MIR2681	0
MIR4307	0
AC005726.3	0
RN7SL667P	0
MIR4262	0
AP005202.1	0
MIR3202-1	0
MIR4728	0
AP000894.2	1.2
MIR4790	0
MIR4674	0
SRP72P1	1.6
SNORD3B-1	1.9
AP001496.3	0
ANXA8	0
MIR3923	0
AL359922.2	0.4
MIR4312	0.7
MIR4677	0
RBP3	0
AC090772.2	0.2
AC010761.3	0.5
AC004687.1	1.2
MIR4486	0
MIR3684	0
MIR4283-2	0
MIR4269	0
AC090358.1	0
AC103810.2	0.5
AC079336.2	0.4
MIR548AI	0
MIR4699	0
ABBA01006766.1	0
SNORD84	0
MIR3142	0
AC114689.2	0
RBM8A	0.2
IGLJCOR18	0
AC129926.1	0
MIR4472-1	0
MIR4288	0
MIR3132	0
MIR4446	0.3
AC015917.2	0
AP005263.1	0
MIR4686	0
RN7SL74P	0
AC027575.1	0.1
TRMT112P3	0
AC233702.5	0
RN7SL693P	0
PGDP1	0
CLUHP6	0
MIR3935	0
AC005828.4	0
MIR4770	0
AC005726.4	0
AC104996.1	0
MIR4710	0
ARGFXP2	0.2
FEM1AP2	0
AC132812.1	1.5
MIR548AD	0
AC099850.3	0
MIR3650	0
MIR3195	0
LINC01476	0
RN7SL199P	0
AP005059.2	0
RN7SL847P	0
MIR4263	0
MIR3118-2	0
RN7SL411P	0
MIR548AB	0
MIR4524B	0
MIR3137	0
AC130324.2	0
AC079336.3	0
OR4K7P	0
AC011933.3	1.6
MIR5188	0
MIR4291	0
AC118755.2	0
LINC01899	0
TIMM23	1.1
MIR3136	0
AC004147.4	0
MIR4493	0
AC004231.3	0
GLUD1P2	0
MIR4476	2.4
PCAT18	0
MIR4682	0
MIR4675	0
MIR3180-2	0
LINC01908	0
MIR4679-2	0
MIR466	0
AC012572.3	0
AC079070.1	0
RN7SL219P	0
RN7SL391P	0
MIR4999	0
MIR4252	0
AC084125.4	0
AC104984.3	1.3
MIR3944	0
MIR3128	0
AP005329.2	0.6
AC005244.2	0
AC093484.3	0
RSL24D1P9	0
MIR4324	0
AC009084.1	0
RN7SL656P	0
AP001094.2	0
AC099850.4	1.8
AP005119.2	0
MIR4261	0
MIR4779	0
AC016601.1	0
MIR4684	0
MIR4652	0
AC005909.1	0
AC006441.2	0
MIR4782	0.4
MIR4308	0
MIR4447	0
MIR3121	0
AP005212.1	0
RN7SL811P	0
MIR3941	0
AC127024.3	0
MIR4733	0
AC005703.3	0
MIR4502	0
AC012447.1	2
MIR3682	0
AC026254.1	0
MIR3672	0
AC132938.4	1
AC015910.1	0
MIR3680-1	1
MIR4768	0
POLR3KP2	0
MIR548AQ	0
AC022655.2	0
AC010761.4	1.6
AP000915.2	0
AC107982.3	0
DTX2P1-UPK3BP1-PMS2P11	1
KRT18P55	0
MIR4443	0
AC091691.2	0
LINC01915	2.5
RN7SL518P	0
AP001021.2	0
AC005358.1	1.8
AP001178.2	0
RNF115	0.2
AC005304.2	0
AC100778.3	0.8
MIR3156-2	0
MIR1269B	0
MIR4435-1	0
MIR4436A	0
AC020558.2	1.5
LINC01892	0
AC015922.2	0
MIR548V	0
MIR5697	0
MIR4304	0
MIR5690	0
FCGR1CP	0
AC114689.3	0
RN7SL475P	0
MIR3180-1	0
MIR4421	0
MIR3164	0
H3P41	0
AC015845.2	0
AC011824.3	0
AP005403.1	0
AC217774.1	0
AC104961.1	0
AP005271.1	0
LINC01903	0
MIR3918	0
RN7SL652P	0
MIR1268B	0
PIGPP4	0
MIR3143	0
RN7SL605P	0
WDR45BP1	0
AC023301.1	1.4
MIR3978	0
MIR5708	0
C21orf59-TCP10L	0
NPM1P45	0
MIR4756	0
MIR3659	0
MIR5707	0
MIR4471	0
MIR4695	0
MIR4539	0.4
AC011193.2	0
MIR548AG2	0
AC002094.2	0
MIR3139	1.8
AC104564.5	2.2
AC139085.1	0
BX547991.2	0
BNIP3P3	0
MIR3612	0
AC090415.1	0
MIR3929	0
AC119868.2	0
AC087399.1	0
TUFMP1	0.9
RN7SL279P	0
MIR548AK	0
AC106037.3	0.1
MIR3151	0
MIR3690	0
MIR4664	0
AC005544.2	0
RARA-AS1	1.2
MIR548AJ1	0
AC016382.1	0
AP000894.3	0
MIR4508	0
RN7SL708P	0
AC129510.1	0
RPL17	0.8
MIR4267	0
SYPL1P2	0
RN7SL378P	0.7
MAFG-DT	1.5
AC024614.2	0
AC074143.1	0
MIR4460	0
LINC01970	0.7
AC026271.3	0
MIR4774	0
AC011824.4	0
LARP7P3	0
MIR548AE2	0
AC005821.1	1.9
SNORD53B	0
AC027216.1	0
AC023389.3	1
AC103808.3	0
MIR4681	0
MIR4284	0
MIR3144	0
RN7SL648P	0.9
AP001099.1	0
SNORA74C-1	0
MIR4438	0
RN7SL5P	1.8
AP006565.1	0
AC104984.4	0.1
RN7SL339P	0
AC138207.5	0
MIR4427	0
RN7SL375P	0
KYNUP2	0
AC135178.4	1.1
AC090772.3	0
AC015878.1	0
AC010754.1	1.7
RN7SL444P	0.3
LINC01900	1.7
ZNF488	0
CXADRP3	0
MIR4506	0
AC004147.5	0
MIR3670-3	0
RN7SL624P	0
AC018413.1	0.4
AC090415.2	0
AC006441.3	0
LINC01906	0
CYP4F35P	0
NOS2P1	2
MIR4330	0
RNASEH1P1	0
AC127024.4	0.9
MIR3118-4	0
AC005899.5	0
AC138207.6	0.1
AC090844.3	0
AC022211.4	1.5
AC069366.2	0.1
